text,sentiment
good morning haha i just read that the swine flu probably not comes from pigs at all but from people poor pigs who got all the blame,neutral
is bummed outi dont have even one testimonial on flickr,negative
 i am sorry that you are feeling that way,negative
yeah so prom night is now the craft good movie,positive
having the flu not the swinishone but the flu,neutral
 dont go to logan square were pretty sure the shirt isnt there  1 more philly local tmrw,negative
 you should see our floors before you make that offer  let me know if you dont receive a call soon,neutral
    i am sending healthy healing thoughts in the mumborgs direction,positive
not at prom ha chinese iced chai and some old school pokemon good night,positive
prayers for my family and my dog  mozart is being put down this afternoon   pics of him at httptinyurlcommozartdog,neutral
went on a short flight around the geelong waterfront  surprised at how well i handled it as im still exhausted from last weeks meetup,positive
 ill keep yall in my prayers but welcome back to tx  hope you have a goodsafe flight,positive
good morning scary world,negative
is back at working auditing away time to make the hard decisions and be happy,positive
  ummmm no comment lol i actually have not watched gh in about a week,positive
 i think u have more than enough friends now including me lol,neutral
zsnagy presents  httpwwwnordugridorgmanualshtml,neutral
_layne  hmm whats ur fav movie tv shows,neutral
 3 your gonna be the first  twitter  cause your amazing lol come to canada  would do anything to see you perform,positive
 thankfully that face only shows up for photoshoots,positive
 dont worry the bizarre will find you,positive
 sorry  i have failed to grasp your meaning,negative
_walker21 sadly no ill be going to the killumbus show i really want to but no one wants to drive me there,neutral
 morning lou i have some housework to do then im off to church,neutral
extremely happy to see my new track the awakening featured on indivibe   httpwwwindivibecomvibephpcity1,positive
 hahaha n im a do the same for u,neutral
i love my mom happy mothers day mommies,positive
just chilling after mcfly last night absoulutely incredible d i love them,positive
god why cant i be at asylum really i never get to do anything cool,negative
just got in a fight and kicked out of the bar at least i knocked him out have a fat lip though  pulled another number,neutral
working on mothers day slideshow cake card and balloons  she deserves the best,positive
early bird gets the worm  and in my case birder gets to witness the carnage,neutral
_eat_out,neutral
 thanks hope you have a good one,positive
  you too thanks for completing  calvin appreciated,positive
morning everyone sorry for going early last night had bad news felt totally    today is a new day,negative
wow the new google icons suck   httpbitlyz7jie,neutral
 hahah that was the best thank god for terry he was laughing so hard i miss him   i remember racing trucks with him that ,positive
 tell his people to contact my people,neutral
 kill it jasmine havent talked to you for ages,negative
got an awesome hair cut todayyyy  it looks so hottt haha doing homework,positive
youre never alone just when you think no one cares you realize that there always one person you cares for you,neutral
 someones a sweet tooth  i was dying for somethin sweet so ive attacked the chock coated tiny teddies all i could find lol,positive
my applemouse doesnt work on my shiny red coffee table,negative
 2 in commentary   i was with her was sad very sad,negative
yet another good weekend with someone sigh man i like the boy,positive
about to head to the strand goodnight,positive
 every day of my life lately    i feel ya girl 3,neutral
 hiya been looking for you1,positive
 aw that stinks im sorry,negative
is trying to recover from a broken heartyet again for the 2nd or 3rd time,neutral
 ach probably not they are labeled as mi5 which i believe was the name used when they aired on bbc america,neutral
 ha did she find out the only thing google came up with was some database acronym and dibbs on the front seat aka shotgun,neutral
_witty  yes francebelgium was good  carnt belive how much traffic we hit on the way back,neutral
my comp is being slo w,negative
 you didnt send me the text,neutral
 oh mannn im gonna be there tomorroww,neutral
 unfortunately not  i have to take it to a repair shop or replace it,negative
  come to vietnam to make a live show miley there are so much fans love you at viet nam,positive
 you guys could have fun in a cardboard box i miss you already bro,negative
a little twitter mention on snl,neutral
josies out of surgery shes now officially unable to procreate and shes way out of it poor medicated baby,negative
i signed up for an account on a political website so i could post a comment but it isnt working,negative
_nigerianboi thanks jt i also enjoyed it i will r u following me ill follow u back,positive
me and mum are lost in grangemouth utter hilarity totally lost,neutral
 sorry 19femaleatl very lonely,negative
feeling awful new medication is making me nauseous,negative
